"id","budget","runtime","vote_count","vote_average","title","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western","year","month"
46528,42000000,100,136,6.3,"The Warrior's Way",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2010,"Dec"
27936,33000000,100,148,6.8,"Micmacs",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,"Oct"
65,41000000,110,1626,6.8,"8 Mile",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,"Nov"
280391,0,100,125,5.3,"Why I Did (Not) Eat My Father",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Apr"
9476,65000000,132,907,6.6,"A Knight's Tale",1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2001,"May"
10610,41000000,88,281,5.3,"The Medallion",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2003,"Aug"
745,40000000,107,3147,7.7,"The Sixth Sense",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1999,"Aug"
49527,42000000,102,925,6.2,"Man on a Ledge",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,"Jan"
73937,41000000,100,248,5.6,"The Big Year",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,"Oct"
1885,8000000,126,891,6.9,"The Karate Kid",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1984,"Jun"
168672,40000000,138,2807,6.8,"American Hustle",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Dec"
18240,40000000,108,1804,6.7,"The Proposal",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,"Jun"
10398,70000000,105,278,6.2,"Double Jeopardy",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1999,"Sep"
165,40000000,108,3829,7.4,"Back to the Future Part II",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1989,"Nov"
240832,40000000,89,5878,6.3,"Lucy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,"Jul"
216015,40000000,125,3254,5.2,"Fifty Shades of Grey",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2015,"Feb"
12279,38000000,84,511,4.7,"Spy Kids 3-D: Game Over",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2003,"Jul"
1645,40000000,149,509,7,"A Time to Kill",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,"Jul"
11007,40000000,98,699,6,"Cheaper by the Dozen",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,"Dec"
193756,40000000,121,1526,7.4,"Lone Survivor",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2013,"Dec"
11287,40000000,128,354,6.7,"A League of Their Own",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"Jul"
259693,40000000,134,1949,7,"The Conjuring 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,"May"
37799,40000000,120,3391,7.1,"The Social Network",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,"Sep"
10184,40000000,129,959,6.2,"He's Just Not That Into You",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,"Feb"
4257,45000000,83,750,5.3,"Scary Movie 4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,"Apr"
4234,40000000,116,736,5.7,"Scream 3",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2000,"Feb"
196,40000000,118,2900,7.1,"Back to the Future Part III",0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1990,"May"
257091,40000000,100,944,5.9,"Get Hard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Mar"
6114,40000000,128,1056,7.1,"Dracula",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1992,"Nov"
24803,40000000,123,560,6.6,"Julie & Julia",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,"Aug"
109410,40000000,128,787,6.8,"42",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Apr"
1213,40000000,139,767,7,"The Talented Mr. Ripley",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1999,"Dec"
100042,40000000,110,1127,5.4,"Dumb and Dumber To",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Nov"
9036,40000000,120,542,6.7,"Eight Below",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2006,"Feb"
257211,35000000,121,1881,7.1,"The Intern",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,"Sep"
323675,40000000,102,555,6.1,"Ride Along 2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,"Jan"
9361,40000000,112,732,7.1,"The Last of the Mohicans",1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1992,"Sep"
1677,40000000,152,467,7.2,"Ray",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2004,"Oct"
187,40000000,124,2691,7.2,"Sin City",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,"Apr"
7461,40000000,90,716,6.2,"Vantage Point",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2008,"Feb"
16538,41000000,105,515,6.5,"I Love You, Man",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,"Mar"
9889,40000000,114,731,5.7,"Shallow Hal",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,"Nov"
820,40000000,189,502,7.5,"JFK",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1991,"Dec"
11565,40000000,99,371,5.4,"Big Momma's House 2",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,"Jan"
6073,57000000,123,441,5.8,"The Mexican",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,"Mar"
16996,20000000,102,1350,6.1,"17 Again",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,"Mar"
193610,40000000,109,1437,6.2,"The Other Woman",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,"Apr"
19912,40000000,82,831,5.4,"The Final Destination",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,"Aug"
296098,40000000,141,2583,7.2,"Bridge of Spies",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,"Oct"
8007,40000000,106,457,6,"Behind Enemy Lines",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2001,"Nov"
32823,40000000,109,612,5.9,"Get Him to the Greek",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,"Jun"
4380,50000000,107,297,5.9,"Shall We Dance?",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004,"Oct"
11551,40000000,110,511,6.2,"Small Soldiers",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1998,"Jul"
10336,40000000,96,336,5,"Spawn",1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1997,"Jul"
11362,35000000,131,453,7.3,"The Count of Monte Cristo",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"Jan"
50348,40000000,119,902,7,"The Lincoln Lawyer",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2011,"Mar"
48138,30000000,113,1265,6.5,"Unknown",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2011,"Feb"
1124,40000000,130,4391,8,"The Prestige",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2006,"Oct"
227159,42000000,108,1536,6.1,"Horrible Bosses 2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Nov"
68179,40000000,89,332,5.7,"Escape from Planet Earth",0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2013,"Feb"
1579,40000000,139,1221,7.3,"Apocalypto",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,"Dec"
708,40000000,130,440,6.2,"The Living Daylights",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987,"Jun"
34851,40000000,107,1206,6,"Predators",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010,"Jul"
9930,0,116,51,5.8,"Legal Eagles",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1986,"Jun"
1586,40000000,96,972,6.4,"Secret Window",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2004,"Mar"
2044,40000000,99,670,6.5,"The Lake House",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2006,"Jun"
9913,43000000,104,573,6.4,"The Skeleton Key",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2005,"Jul"
71864,0,105,386,6.5,"The Odd Life of Timothy Green",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2012,"Aug"
10761,40000000,101,394,6,"Made of Honor",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2008,"May"
209451,40000000,134,255,6.8,"Jersey Boys",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,"Jun"
11975,40000000,135,235,6.7,"The Rainmaker",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1997,"Nov"
4970,40000000,98,629,5.8,"Gothika",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2003,"Nov"
11831,36000000,155,316,6.8,"Amistad",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1997,"Dec"
9096,40000000,106,114,5.8,"Medicine Man",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"Feb"
440,40000000,94,740,4.9,"Aliens vs Predator: Requiem",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2007,"Dec"
11011,40000000,95,415,5.4,"Ri¢hie Ri¢h",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"Dec"
10641,65000000,103,135,5.7,"Autumn in New York",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000,"Aug"
11172,40000000,96,554,6.2,"Music and Lyrics",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2007,"Feb"
39513,40000000,104,1789,6.5,"Paul",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,"Feb"
82687,40000000,95,284,5.4,"The Guilt Trip",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,"Dec"
41446,40000000,111,902,6.1,"Scream 4",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2011,"Apr"
8224,40000000,123,474,6.1,"8MM",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1999,"Feb"
10537,38000000,140,275,6.7,"The Doors",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1991,"Mar"
225886,40000000,97,1695,5.3,"Sex Tape",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Jul"
10385,40000000,94,40,5,"Hanging Up",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,"Feb"
55779,47000000,92,866,5.9,"Final Destination 5",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2011,"Aug"
10154,0,102,140,5.3,"Mickey Blue Eyes",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1999,"Aug"
10647,40000000,122,432,7,"Pay It Forward",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2000,"Oct"
11431,30000000,103,182,5.9,"Fever Pitch",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005,"Apr"
8457,40000000,102,275,5.5,"Drillbit Taylor",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,"Mar"
188161,0,116,1468,5.8,"A Million Ways to Die in the West",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,"May"
8850,25000000,108,138,5.4,"The Shadow",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1994,"Jul"
64685,40000000,129,708,6.9,"Extremely Loud & Incredibly Close",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,"Dec"
38357,40000000,102,412,6.1,"Morning Glory",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2010,"Jan"
10060,40000000,117,186,6.3,"Get Rich or Die Tryin'",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,"Nov"
11398,40000000,117,135,5.6,"The Art of War",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,"Aug"
1833,40000000,135,155,6.7,"Rent",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005,"Nov"
10391,40000000,107,71,4.9,"Bless the Child",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2000,"Aug"
8970,75000000,90,45,5,"The Out-of-Towners",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Apr"
9306,40000000,96,147,4.6,"The Island of Dr. Moreau",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1996,"Aug"
11370,40000000,104,56,5.2,"The Musketeer",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,"Sep"
12184,35000000,115,477,6.4,"The Other Boleyn Girl",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Feb"
1921,40000000,119,278,6.4,"Sweet November",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2001,"Feb"
1683,40000000,99,205,5.4,"The Reaping",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007,"Apr"
203,500000,110,345,7.2,"Mean Streets",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1973,"Oct"
11858,40000000,128,81,5.9,"Renaissance Man",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1994,"Jun"
62835,40000000,108,824,6.5,"Colombiana",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2011,"Jul"
18937,40000000,86,190,6.9,"Quest for Camelot",0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1998,"May"
13536,40000000,108,92,5.7,"City By The Sea",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2002,"Sep"
15556,0,128,48,5.9,"At First Sight",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1999,"Jan"
10718,40000000,84,119,4.7,"Torque",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"Jan"
11062,0,111,67,6,"City Hall",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,"Feb"
10802,45000000,128,256,4.9,"Showgirls",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"Sep"
1887,40000000,123,642,6.5,"Marie Antoinette",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2006,"May"
6071,40000000,101,81,5.7,"Kiss of Death",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,"Apr"
10461,63600000,102,145,4.8,"Get Carter",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2000,"Oct"
80278,42000000,113,2025,7,"The Impossible",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2012,"Sep"
12704,55000000,107,28,4.2,"Ishtar",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"May"
10315,40000000,87,1176,7.5,"Fantastic Mr. Fox",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009,"Oct"
16643,40000000,103,124,5.7,"Life or Something Like It",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2002,"Apr"
2687,40000000,99,125,5.7,"Memoirs of an Invisible Man",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1992,"Feb"
194,10000000,122,3310,7.8,"Amélie",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,"Apr"
11025,0,91,185,5.5,"New York Minute",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"May"
8849,60000000,103,248,5.6,"Alfie",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"Oct"
78698,40000000,107,152,6.6,"Big Miracle",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,"Feb"
30943,38000000,106,54,5.9,"The Deep End of the Ocean",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1999,"Mar"
9544,40000000,101,105,3.2,"FearDotCom",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2002,"Aug"
24418,40000000,109,348,5.5,"Cirque du Freak: The Vampire's Assistant",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2009,"Oct"
7288,40000000,89,482,5.9,"Duplex",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,"Sep"
14655,0,103,47,6.3,"Soul Men",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008,"Nov"
24575,0,115,21,5.2,"Raise the Titanic",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1980,"Jan"
10366,45000000,82,135,4.2,"Universal Soldier: The Return",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999,"Aug"
19898,33000000,108,774,6.5,"Pandorum",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2009,"Sep"
4965,40000000,102,135,6.1,"Impostor",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2001,"Dec"
15074,40000000,93,28,5,"Extreme Ops",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"Nov"
56715,0,88,171,4.8,"Just Visiting",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2001,"Apr"
1272,50000000,107,1182,7,"Sunshine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2007,"Apr"
72358,40000000,91,373,6,"A Thousand Words",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,"Mar"
20542,40000000,94,15,5.4,"Delgo",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2008,"Dec"
266396,40000000,115,392,5.5,"The Gunman",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Feb"
9978,40000000,93,213,5.1,"Stormbreaker",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006,"Jul"
8271,20000000,105,1006,6.6,"Disturbia",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2007,"Apr"
10428,20000000,107,398,6.2,"Hackers",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995,"Sep"
5353,0,101,96,6.6,"The Hunting Party",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2007,"Sep"
11934,30000000,111,275,7.1,"The Hudsucker Proxy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,"Mar"
14392,40000000,126,83,6.3,"The Warlords",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2007,"Dec"
19495,25000000,112,17,4.3,"Nomad: The Warrior",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2005,"Jul"
110415,39200000,126,2854,6.7,"Snowpiercer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,"Aug"
77459,25000000,90,313,6.5,"A Monster in Paris",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2011,"Oct"
26486,0,90,15,5.9,"The Last Shot",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,"Sep"
9495,15000000,102,953,7.3,"The Crow",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1994,"May"
256040,40000000,159,135,7.5,"Baahubali: The Beginning",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,"Jul"
24420,39000000,107,798,6.7,"The Time Traveler's Wife",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2009,"Aug"
1257,0,102,191,5.8,"Because I Said So",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,"Feb"
62214,39000000,87,932,6.6,"Frankenweenie",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,"Oct"
16320,39000000,119,1264,7.4,"Serenity",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2005,"Aug"
8842,39000000,106,32,4.5,"Against the Ropes",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2004,"Feb"
9531,39000000,125,490,5.3,"Superman III",1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1983,"Jun"
64807,40000000,113,433,6,"Grudge Match",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Dec"
12289,80341000,150,205,7.1,"Red Cliff",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Jul"
11529,30000000,108,394,6,"Sweet Home Alabama",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,"Sep"
20943,38000000,96,972,6.4,"The Ugly Truth",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009,"Jul"
9099,0,90,94,5.5,"Sgt. Bilko",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1996,"Mar"
9488,38000000,100,521,5.3,"Spy Kids 2: The Island of Lost Dreams",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2002,"Aug"
193,38000000,118,452,6.4,"Star Trek: Generations",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1994,"Nov"
44865,3860000,130,273,6.3,"The Grandmaster",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013,"Jan"
55787,38000000,120,850,6.7,"Water for Elephants",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2011,"Mar"
257932,40000000,88,19,6.8,"Dragon Nest: Warriors' Dawn",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2014,"May"
10400,50000000,146,396,7.2,"The Hurricane",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Sep"
1957,38000000,114,264,6.2,"Enough",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"May"
10833,35000000,123,254,5.7,"Heartbreakers",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2001,"Mar"
256961,38000000,94,567,5,"Paul Blart: Mall Cop 2",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,"Apr"
5852,53000000,102,88,5.6,"Angel Eyes",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2001,"May"
12312,38000000,99,40,5.5,"Joe Somebody",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,"Dec"
622,38000000,133,756,6.3,"The Ninth Gate",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1999,"Aug"
11306,38000000,118,80,5.7,"Extreme Measures",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996,"Sep"
12508,57000000,105,190,6,"Rock Star",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2001,"Sep"
25793,10000000,110,417,6.9,"Precious",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,"Nov"
10534,38000000,129,86,6.3,"White Squall",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,"Feb"
1091,15000000,109,1588,7.8,"The Thing",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1982,"Jun"
87421,38000000,119,2035,6.2,"Riddick",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013,"Sep"
10871,37000000,118,52,5.8,"Switchback",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1997,"Oct"
13503,0,110,19,5.4,"Texas Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,"Nov"
13600,55000000,90,605,6.2,"City of Ember",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2008,"Oct"
68722,32000000,137,701,7,"The Master",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,"Sep"
14324,38000000,93,75,4.3,"Virgin Territory",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007,"Dec"
14325,40000000,130,71,7.1,"The Express",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Oct"
299687,38000000,112,1945,5.6,"The 5th Wave",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,"Jan"
312221,37000000,133,1915,7.3,"Creed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,"Nov"
23168,37000000,125,1468,7,"The Town",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2010,"Sep"
76494,40000000,110,594,5.8,"What to Expect When You're Expecting",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,"May"
4944,37000000,96,1222,6.5,"Burn After Reading",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,"Sep"
10488,37000000,96,330,5.6,"Nim's Island",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2008,"Apr"
96721,38000000,123,2277,7.7,"Rush",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,"Sep"
334,37000000,188,825,7.5,"Magnolia",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,"Dec"
23742,30000000,107,511,5.3,"Cop Out",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,"Feb"
259694,38000000,110,1201,5.9,"How to Be Single",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,"Jan"
62837,37000000,113,163,6.7,"Dolphin Tale",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011,"Sep"
8966,37000000,122,3561,5.8,"Twilight",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2008,"Nov"
8470,36000000,116,594,7,"John Q",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,"Feb"
11001,65000000,93,352,6.1,"Blue Streak",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"Sep"
138832,37000000,110,2972,6.8,"We're the Millers",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Aug"
